id,domain_id,scrap_id,inference_id,ocr_id,keyword_user,url,is_amp,crawl_engine,status_code,timestamp_crawl
e313c99b-c32f-4ca9-8db9-b48fa66f691e,02b7be12-4b20-4a8d-829c-cc95c5d69d11,4d5befba-7f1f-4734-b5f8-36af6cfce553,,,slot gacor hari ini,https://activat.ferrerguardia.org/,f,serp-api_google,200,2026-01-07 16:44:03.824863
8dc0bbea-8571-42af-9829-24a94b327e7e,df5ee66b-a78b-4cce-a48c-0a516a49aaea,52d92d22-0f97-4bf7-b283-df6bda6c9d86,,,slot gacor hari ini,https://www.rocknthegrill.com/menu?__cf_chl_rt_tk=AfMjpOBkc9zbL7OxVFI7wJvDD6unLFlZGnYc1jvb51Y-1767779034-1.0.1.1-T6r4MZ7e0lOTMIV_Ecpn8rh_G885f1RG3ySKNcgI2Co,f,serp-api_google,403,2026-01-07 16:44:03.824863
979c6e64-13eb-418d-9da0-e939f177b115,b5645833-57a8-4165-b9d2-0acbdaf77d4c,c8820280-24cb-4c64-945d-d6e4e85546dc,,,slot gacor hari ini,https://www.flybynightsteakhouse.com/menu/,f,serp-api_google,403,2026-01-07 20:32:24.798926
304a9913-ca38-458e-86ef-2a6194f3bd3a,d6b72292-3421-4c6e-8762-a782bf6a7513,b284ee67-c4b2-49d5-b16e-d39a0405e8b1,,,slot gacor hari ini,https://www.yoshiwilmington.com/menu,f,serp-api_google,200,2026-01-07 20:32:24.798926
656a88e0-cfa0-4d4b-978f-8349e987d8d4,62fc8a75-5acc-4788-9c8b-1c08b86943fd,b06573bc-9cf7-4b85-bc46-9c28bb826fea,,,slot gacor hari ini,https://appgrad.neelain.edu.sd/?__cf_chl_rt_tk=O72DRVdmludXqDT2fmxM9TjoAwng2suj_lPHMC8Zb6I-1767792695-1.0.1.1-va5M4WmJDnPqG4TttOPDru8YxtJQRkh_h1k0Tm0vqtA,f,serp-api_google,403,2026-01-07 20:32:24.798926
6f6abe3d-f163-4044-9a0d-3bbadc5e33fa,ecade08f-86ef-41f5-abb3-d753c8669adc,11ad6f6d-3ee4-4398-8fdb-b3a380b34002,,,slot gacor hari ini,https://www.the5thnovi.com/menu.html,f,serp-api_google,200,2026-01-07 20:32:24.798926
cd1cf9e7-101d-449b-9f9e-3dcb0abc5744,089a748a-b9d3-4c8f-bb51-701ac5ef5f70,6695802b-77eb-41b4-9b32-39e3d9f1120a,,,slot gacor hari ini,https://ppid.unand.ac.id/,f,serp-api_google,200,2026-01-07 20:32:24.798926
29f4360b-3f09-4e2f-8bff-32683733887d,bfaa7ade-0d59-44bb-9e97-61e3be08b51f,c386d968-27be-4933-9d06-98d3ff6c7193,,,slot gacor hari ini,https://laserpulse.org/,f,serp-api_google,200,2026-01-07 20:32:24.798926
8d30ebd1-4cb3-4fc8-9b7c-e0263698c631,0c66a55b-c281-4fa9-84a3-610449d08891,85d029af-f635-4e2b-8aea-280def9f86cf,,,slot gacor hari ini,https://www.gsdinternational.com/es,f,serp-api_google,200,2026-01-07 20:32:24.798926
3a98a859-1ecd-4f01-9f9c-fbd3ccf8b209,49392990-5da3-460b-b168-ac83770a94b4,fe8334fe-69fc-4271-8d78-ff56843cfb7a,,,slot gacor hari ini,https://www.arboretum.purdue.edu/,f,serp-api_google,200,2026-01-07 20:32:24.798926
4e28f331-6311-4e23-9bf7-310ed87b188b,ecde3032-4ae3-4f78-9e69-369389c4cf63,e335e9e7-c25e-4d27-8556-aed53cc51cb6,,,slot gacor hari ini,https://www.spivakdental.com/meet-the-doctor/?__cf_chl_rt_tk=yAwlJTjpFtfItF_q5esSFPlYylSdUScPniNdckvn338-1767792726-1.0.1.1-EpPWdKk6g4pbKhwBkyNuCWGZDgb.Oh.LCE8zqrB5KJY,f,serp-api_google,403,2026-01-07 20:32:24.798926
00c0b82c-26d4-4581-882d-77ae28024b44,02b7be12-4b20-4a8d-829c-cc95c5d69d11,4d704e04-34d9-45c8-9a68-59daaf22829a,,,slot gacor hari ini,https://activat.ferrerguardia.org/,f,serp-api_google,200,2026-01-07 20:32:24.798926
6d65713f-2bba-4193-ba2e-d968797aba5a,b40a555c-529c-4f21-b35a-1106a2c9650e,cbad4ce9-bfa4-4931-9e54-7f0b418533cf,,,ayamjp slot game,https://ayamjp.com/,f,serp-api_google,403,2026-01-07 21:13:34.384945
0cf4f15c-67dd-4977-a66f-5f0a194551d9,,7e7c4b1b-705b-4522-8101-03c5705a6839,,,ayamjp slot game,https://satulayananegov.diskominfo.nttprov.go.id/,f,serp-api_google,0,2026-01-07 21:13:34.384945
15354b26-118d-4f1c-97ea-688e271fc037,6a5fc1b7-92f8-44c0-9514-b4796d0b6eaa,5c9204a3-b217-4491-8b14-3290d5e069e2,,,ayamjp slot game,https://www.dynaparqps.com/category/uncategorized/,f,serp-api_google,200,2026-01-07 21:13:34.384945
822bc666-5d85-48e5-a1a0-07a3f5ce5232,983450aa-4b18-4fd3-8f7f-ef7ab711a521,bae5536a-4cf4-49a1-b099-68db90792719,,,ayamjp slot game,https://integritywalk.tikenya.org/,f,serp-api_google,200,2026-01-07 21:13:34.384945
e387d7aa-2cb4-4900-801b-1fc56d06ed47,81ca7342-679b-4f96-9b85-a6e29d898edd,76a2071f-dd13-411b-abee-49681c3d82e0,,,ayamjp slot game,https://www.caritra.org/kontak/,f,serp-api_google,200,2026-01-07 21:13:34.384945
20d1eabc-c420-4339-bf57-81473e4b63b0,0191433b-ba73-4910-bd94-8372a831438b,b6bfc413-3f38-4691-8ebb-cadbc4c9518e,,,ayamjp slot game,https://whetu.org/metodo,f,serp-api_google,200,2026-01-07 21:13:34.384945
0d5082ef-4d86-4074-ad8f-bf776d46bf53,0ea5698d-5490-49f4-8fdf-a5af545dc614,5e88a2f8-faed-4c56-b914-9ebebe867b59,,,ayamjp slot game,https://getshotels.com/malang/,f,serp-api_google,200,2026-01-07 21:13:34.384945
aa502d87-d6a6-4ffe-bd71-890a5a7e74ff,4a46102e-3036-4df3-8b31-4f2556ccd6d4,4d4935da-e2f3-4e4c-89e9-781eda64b53f,,,ayamjp slot game,https://maparom.ro/fa-ti-propriul-ambalaj/,f,serp-api_google,200,2026-01-07 21:13:34.384945
5b36553c-099e-4db7-8f10-0781a1aca872,9545a400-aa65-415d-a211-89a661304780,0424539b-89f6-45c8-b5ed-82cc99d7a754,,,ayamjp slot game,https://coollife.revolve.media/whats-on/,f,serp-api_google,200,2026-01-07 21:13:34.384945
ac860c5a-6a14-4f9c-ac59-6032c6ed41d8,,170a4d9d-5467-409b-a711-ec07454b2ef8,,,ayamjp slot game,https://ayamjpcari.com/slot/pp,f,serp-api_google,0,2026-01-07 21:13:34.384945
